alt,val
90,28
100,29.444444444444443
110,30.88888888888889
120,32.333333333333336
130,33.77777777777778
140,35.22222222222222
150,36.666666666666664
160,38.111111111111114
170,39.55555555555556
180,41
190,45.285714285714285
200,49.57142857142857
210,53.857142857142854
220,58.14285714285714
230,62.42857142857143
240,66.71428571428571
250,71
260,73.9
270,76.8
280,79.7
290,82.6
300,85.5
310,88.4
320,91.3
330,94.2
340,97.1
350,100
