alt,val
90,13
100,14.11111111111111
110,15.222222222222221
120,16.333333333333332
130,17.444444444444443
140,18.555555555555557
150,19.666666666666664
160,20.77777777777778
170,21.88888888888889
180,23
190,25.857142857142858
200,28.714285714285715
210,31.57142857142857
220,34.42857142857143
230,37.285714285714285
240,40.14285714285714
250,43
260,39.2
270,35.4
280,31.6
290,27.8
300,24.0
310,20.2
320,16.4
330,12.600000000000001
340,8.799999999999997
350,5
