alt,val
90,25
100,26.333333333333332
110,27.666666666666668
120,29.0
130,30.333333333333332
140,31.666666666666668
150,33.0
160,34.333333333333336
170,35.666666666666664
180,37
190,41.285714285714285
200,45.57142857142857
210,49.857142857142854
220,54.14285714285714
230,58.42857142857143
240,62.71428571428571
250,67
260,68.3
270,69.6
280,70.9
290,72.2
300,73.5
310,74.8
320,76.1
330,77.4
340,78.7
350,80
