alt,val
90,12
100,13.11111111111111
110,14.222222222222221
120,15.333333333333332
130,16.444444444444443
140,17.555555555555557
150,18.666666666666664
160,19.77777777777778
170,20.88888888888889
180,22
190,24.857142857142858
200,27.714285714285715
210,30.57142857142857
220,33.42857142857143
230,36.285714285714285
240,39.14285714285714
250,42
260,39.3
270,36.6
280,33.9
290,31.2
300,28.5
310,25.799999999999997
320,23.099999999999998
330,20.4
340,17.7
350,15
